ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk
5047672,Female,No,No,1,180000.0,State servant,Higher education,Married,House / apartment,-14069,-2500,Yes,Yes,Yes,Yes,Core staff,3.0,-46.0,0
5047673,Female,No,No,1,180000.0,State servant,Higher education,Married,House / apartment,-14069,-2500,Yes,Yes,Yes,Yes,Core staff,3.0,-28.0,0
5047674,Female,No,No,1,180000.0,State servant,Higher education,Married,House / apartment,-14069,-2500,Yes,Yes,Yes,Yes,Core staff,3.0,-50.0,0
5047675,Female,No,No,1,180000.0,State servant,Higher education,Married,House / apartment,-14069,-2500,Yes,Yes,Yes,Yes,Core staff,3.0,-45.0,0
5047676,Female,No,No,1,180000.0,State servant,Higher education,Married,House / apartment,-14069,-2500,Yes,Yes,Yes,Yes,Core staff,3.0,-28.0,0
5047677,Female,No,No,1,180000.0,State servant,Higher education,Married,House / apartment,-14069,-2500,Yes,Yes,Yes,Yes,Core staff,3.0,-27.0,0
5047678,Female,No,No,1,180000.0,State servant,Higher education,Married,House / apartment,-14069,-2500,Yes,Yes,Yes,Yes,Core staff,3.0,-14.0,0
5047679,Male,Yes,Yes,0,135000.0,Working,Higher education,Married,House / apartment,-9075,-614,Yes,Yes,Yes,No,Sales staff,2.0,-3.0,0
5047680,Male,Yes,Yes,0,135000.0,Working,Higher education,Married,House / apartment,-9075,-614,Yes,Yes,Yes,No,Sales staff,2.0,-8.0,0
5047681,Male,Yes,Yes,0,135000.0,Working,Higher education,Married,House / apartment,-9075,-614,Yes,Yes,Yes,No,Sales staff,2.0,0.0,0
5047682,Male,Yes,Yes,0,135000.0,Working,Higher education,Married,House / apartment,-9075,-614,Yes,Yes,Yes,No,Sales staff,2.0,-9.0,0
5047683,Male,Yes,Yes,0,135000.0,Working,Higher education,Married,House / apartment,-9075,-614,Yes,Yes,Yes,No,Sales staff,2.0,-6.0,0
5047684,Male,Yes,Yes,0,135000.0,Working,Higher education,Married,House / apartment,-9075,-614,Yes,Yes,Yes,No,Sales staff,2.0,-9.0,0
5047688,Female,No,Yes,0,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19298,-4813,Yes,Yes,Yes,No,Accountants,2.0,-11.0,0
5047689,Female,No,Yes,0,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19298,-4813,Yes,Yes,Yes,No,Accountants,2.0,-5.0,0
5047690,Female,No,Yes,3,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15491,-2957,Yes,No,No,No,Cleaning staff,5.0,-3.0,0
5047691,Female,No,Yes,3,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15491,-2957,Yes,No,No,No,Cleaning staff,5.0,-4.0,0
5047692,Male,Yes,Yes,0,157500.0,Working,Higher education,Married,House / apartment,-21873,-4691,Yes,Yes,Yes,No,Laborers,2.0,-9.0,0
5047693,Male,Yes,Yes,0,157500.0,Working,Higher education,Married,House / apartment,-21873,-4691,Yes,Yes,Yes,No,Laborers,2.0,-1.0,0
5047694,Female,No,No,0,202500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9278,-339,Yes,No,Yes,No,Sales staff,2.0,-50.0,0
5047695,Female,No,No,0,202500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9278,-339,Yes,No,Yes,No,Sales staff,2.0,-50.0,0
5047696,Female,No,No,0,202500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9278,-339,Yes,No,Yes,No,Sales staff,2.0,-30.0,0
5047699,Female,Yes,Yes,0,112500.0,Working,Higher education,Single / not married,House / apartment,-11699,-918,Yes,No,No,Yes,,1.0,-23.0,0
5047700,Female,Yes,Yes,0,112500.0,Working,Higher education,Single / not married,House / apartment,-11699,-918,Yes,No,No,Yes,,1.0,-13.0,0
5047703,Male,No,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13753,-4813,Yes,No,Yes,No,Managers,2.0,-58.0,0
5047704,Female,No,Yes,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14717,-1496,Yes,No,No,No,,3.0,-50.0,0
5047706,Female,No,Yes,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14717,-1496,Yes,No,No,No,,3.0,-8.0,0
5047707,Female,No,Yes,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14717,-1496,Yes,No,No,No,,3.0,-5.0,0
5047708,Female,No,Yes,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-17782,-3291,Yes,Yes,Yes,No,Managers,2.0,-49.0,0
5047709,Female,No,Yes,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-17782,-3291,Yes,Yes,Yes,No,Managers,2.0,-17.0,0
5047710,Female,No,Yes,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-17782,-3291,Yes,Yes,Yes,No,Managers,2.0,-29.0,0
5047716,Female,No,Yes,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-17782,-3291,Yes,Yes,Yes,No,Managers,2.0,-57.0,0
5047723,Female,No,No,0,85500.0,Working,Higher education,Married,House / apartment,-14414,-1253,Yes,No,No,No,Accountants,2.0,-49.0,0
5047726,Female,No,Yes,0,157500.0,Working,Higher education,Separated,House / apartment,-17618,-3748,Yes,No,No,No,,1.0,-35.0,0
5047727,Female,No,Yes,0,157500.0,Working,Higher education,Separated,House / apartment,-17618,-3748,Yes,No,No,No,,1.0,-44.0,0
5047728,Female,No,Yes,0,157500.0,Working,Higher education,Separated,House / apartment,-17618,-3748,Yes,No,No,No,,1.0,-45.0,0
5047729,Female,No,Yes,1,112500.0,State servant,Incomplete higher,Married,House / apartment,-14423,-4571,Yes,No,No,No,Accountants,3.0,-42.0,0
5047730,Female,No,Yes,1,112500.0,State servant,Incomplete higher,Married,House / apartment,-14423,-4571,Yes,No,No,No,Accountants,3.0,-36.0,0
5047731,Female,No,Yes,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21824,365243,Yes,No,No,No,,1.0,-51.0,0
5047732,Female,No,Yes,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21824,365243,Yes,No,No,No,,1.0,-51.0,0
5047733,Female,No,Yes,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21824,365243,Yes,No,No,No,,1.0,-30.0,0
5047734,Female,No,Yes,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21824,365243,Yes,No,No,No,,1.0,-30.0,0
5047735,Female,No,Yes,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21824,365243,Yes,No,No,No,,1.0,-51.0,0
5047736,Female,No,Yes,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21824,365243,Yes,No,No,No,,1.0,-4.0,0
5047737,Male,Yes,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8737,-369,Yes,No,No,Yes,Sales staff,1.0,-2.0,0
5047738,Male,Yes,Yes,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8737,-369,Yes,No,No,Yes,Sales staff,1.0,-2.0,0
5047745,Female,No,Yes,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10086,-1679,Yes,No,No,No,Sales staff,4.0,-49.0,0
5047746,Female,No,Yes,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10086,-1679,Yes,No,No,No,Sales staff,4.0,-48.0,0
5047747,Female,No,Yes,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10086,-1679,Yes,No,No,No,Sales staff,4.0,-24.0,0
5047759,Male,No,Yes,2,135000.0,Commercial associate,Higher education,Married,House / apartment,-12932,-583,Yes,No,No,No,Laborers,4.0,-52.0,0
5047760,Male,No,Yes,2,135000.0,Commercial associate,Higher education,Married,House / apartment,-12932,-583,Yes,No,No,No,Laborers,4.0,-15.0,0
5047761,Female,No,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16008,-157,Yes,No,No,No,Cooking staff,2.0,-50.0,0
5047762,Female,No,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16008,-157,Yes,No,No,No,Cooking staff,2.0,-50.0,0
5047763,Female,No,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16008,-157,Yes,No,No,No,Cooking staff,2.0,-49.0,0
5047764,Female,No,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16008,-157,Yes,No,No,No,Cooking staff,2.0,-38.0,0
5047766,Female,No,Yes,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20405,365243,Yes,No,Yes,No,,2.0,-5.0,0
5047768,Male,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23660,365243,Yes,No,No,No,,2.0,-23.0,0
5047769,Male,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23660,365243,Yes,No,No,No,,2.0,-50.0,0
5047770,Male,No,Yes,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23660,365243,Yes,No,No,No,,2.0,-15.0,0
5047771,Female,No,Yes,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14325,-277,Yes,No,No,No,Sales staff,1.0,-4.0,0
5047775,Female,No,Yes,0,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19733,-3901,Yes,No,Yes,No,Private service staff,1.0,-51.0,0
5047777,Female,Yes,No,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20159,365243,Yes,No,No,No,,2.0,-21.0,0
5047778,Female,No,Yes,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14760,-218,Yes,No,No,No,Sales staff,3.0,-21.0,0
5047779,Female,No,Yes,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14760,-218,Yes,No,No,No,Sales staff,3.0,-19.0,0
5047780,Female,No,Yes,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14760,-218,Yes,No,No,No,Sales staff,3.0,-14.0,0
5047784,Female,Yes,Yes,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11879,-308,Yes,Yes,Yes,No,Sales staff,2.0,-30.0,0
5047787,Female,Yes,Yes,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,Yes,No,No,No,,2.0,-11.0,0
5047788,Female,Yes,Yes,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,Yes,No,No,No,,2.0,-35.0,0
5047789,Female,Yes,Yes,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,Yes,No,No,No,,2.0,-34.0,0
5047790,Female,Yes,Yes,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,Yes,No,No,No,,2.0,-41.0,0
5047791,Female,Yes,Yes,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,Yes,No,No,No,,2.0,-35.0,0
5047792,Female,Yes,Yes,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,Yes,No,No,No,,2.0,-11.0,0
5047794,Female,Yes,Yes,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,Yes,No,No,No,,2.0,-41.0,0
5047795,Female,Yes,Yes,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457,-979,Yes,No,No,No,,2.0,-9.0,0
5047796,Female,No,Yes,1,112500.0,Student,Secondary / secondary special,Civil marriage,House / apartment,-12127,-795,Yes,No,No,No,Laborers,3.0,-12.0,0
5047798,Female,No,Yes,1,112500.0,Student,Secondary / secondary special,Civil marriage,House / apartment,-12127,-795,Yes,No,No,No,Laborers,3.0,-14.0,0
5047801,Female,No,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14024,-369,Yes,No,Yes,No,,3.0,-31.0,0
5047802,Female,No,Yes,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-14024,-369,Yes,No,Yes,No,,3.0,-31.0,0
5047803,Male,No,Yes,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17137,-614,Yes,No,No,No,Laborers,1.0,-11.0,0
5047804,Male,No,Yes,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17137,-614,Yes,No,No,No,Laborers,1.0,-2.0,0
5047805,Male,No,Yes,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17137,-614,Yes,No,No,No,Laborers,1.0,-8.0,0
5047807,Female,Yes,No,0,103500.0,Working,Higher education,Married,House / apartment,-14276,-2561,Yes,Yes,Yes,No,Sales staff,2.0,-51.0,0
5047808,Female,Yes,No,0,103500.0,Working,Higher education,Married,House / apartment,-14276,-2561,Yes,Yes,Yes,No,Sales staff,2.0,-31.0,0
5047809,Female,Yes,No,0,103500.0,Working,Higher education,Married,House / apartment,-14276,-2561,Yes,Yes,Yes,No,Sales staff,2.0,-10.0,0
5047810,Female,Yes,No,0,103500.0,Working,Higher education,Married,House / apartment,-14276,-2561,Yes,Yes,Yes,No,Sales staff,2.0,-33.0,0
5047811,Female,Yes,No,0,103500.0,Working,Higher education,Married,House / apartment,-14276,-2561,Yes,Yes,Yes,No,Sales staff,2.0,-28.0,0
5047812,Female,Yes,No,0,103500.0,Working,Higher education,Married,House / apartment,-14276,-2561,Yes,Yes,Yes,No,Sales staff,2.0,-25.0,0
5047813,Female,Yes,No,0,103500.0,Working,Higher education,Married,House / apartment,-14276,-2561,Yes,Yes,Yes,No,Sales staff,2.0,-22.0,0
5047814,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-58.0,0
5047815,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-16.0,0
5047816,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-32.0,0
5047817,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-34.0,0
5047818,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-42.0,0
5047819,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-46.0,0
5047820,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-40.0,0
5047821,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-5.0,0
5047822,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-10.0,0
5047823,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-58.0,1
5047824,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-34.0,0
5047825,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-31.0,0
5047826,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-22.0,0
5047827,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-16.0,0
5047828,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-14.0,0
5047829,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-12.0,0
5047830,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-3.0,0
5047831,Female,Yes,No,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,Yes,No,No,No,Laborers,2.0,-1.0,0
5047835,Male,Yes,Yes,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,Yes,No,No,No,Drivers,2.0,-35.0,0
5047836,Male,Yes,Yes,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,Yes,No,No,No,Drivers,2.0,-35.0,0
5047840,Male,Yes,Yes,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,Yes,No,No,No,Drivers,2.0,-46.0,0
5047844,Male,Yes,Yes,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,Yes,No,No,No,Drivers,2.0,-46.0,0
5047847,Male,Yes,Yes,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,Yes,No,No,No,Drivers,2.0,-45.0,0
5047848,Male,Yes,Yes,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,Yes,No,No,No,Drivers,2.0,-27.0,0
5047849,Male,Yes,Yes,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,Yes,No,No,No,Drivers,2.0,-21.0,0
5047850,Male,Yes,Yes,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21871,-979,Yes,No,No,No,Drivers,2.0,-11.0,0
5047853,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-52.0,0
5047854,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-45.0,0
5047855,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-45.0,0
5047856,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-40.0,0
5047857,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-38.0,0
5047858,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-25.0,0
5047859,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-48.0,0
5047860,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-51.0,0
5047861,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-42.0,0
5047862,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-17.0,0
5047863,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-48.0,0
5047864,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-51.0,0
5047865,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-31.0,0
5047866,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-52.0,0
5047867,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-46.0,0
5047868,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-36.0,0
5047869,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-34.0,0
5047870,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-9.0,0
5047871,Male,Yes,Yes,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569,-3322,Yes,No,No,No,,3.0,-5.0,0
5047876,Female,No,Yes,2,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-18459,-4145,Yes,No,Yes,No,Medicine staff,4.0,-32.0,0
5047877,Female,No,Yes,2,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-18459,-4145,Yes,No,Yes,No,Medicine staff,4.0,-29.0,0
5047878,Female,No,Yes,2,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-18459,-4145,Yes,No,Yes,No,Medicine staff,4.0,-29.0,0
5047879,Female,No,Yes,2,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-18459,-4145,Yes,No,Yes,No,Medicine staff,4.0,-21.0,0
5047880,Female,No,Yes,2,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-18459,-4145,Yes,No,Yes,No,Medicine staff,4.0,-13.0,0
5047881,Female,No,Yes,2,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-18459,-4145,Yes,No,Yes,No,Medicine staff,4.0,-5.0,0
5047884,Female,Yes,Yes,1,76500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14429,-2592,Yes,No,No,No,Core staff,3.0,-25.0,0
5047887,Male,Yes,Yes,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13532,-3870,Yes,No,No,No,Laborers,4.0,-43.0,0
5047892,Male,No,No,0,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18975,-1618,Yes,No,No,No,Laborers,1.0,-12.0,0
5047898,Female,No,Yes,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18381,-734,Yes,No,Yes,No,Medicine staff,2.0,-28.0,0
5047899,Female,No,Yes,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18381,-734,Yes,No,Yes,No,Medicine staff,2.0,-53.0,0
5047900,Female,No,Yes,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18381,-734,Yes,No,Yes,No,Medicine staff,2.0,-28.0,0
5047901,Female,No,Yes,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18381,-734,Yes,No,Yes,No,Medicine staff,2.0,-7.0,0
5047904,Female,No,Yes,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18381,-734,Yes,No,Yes,No,Medicine staff,2.0,-52.0,0
5047905,Female,No,Yes,2,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11468,-4448,Yes,No,No,No,Laborers,4.0,-43.0,0
5047906,Female,No,Yes,2,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11468,-4448,Yes,No,No,No,Laborers,4.0,-21.0,0
5047907,Female,No,Yes,2,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11468,-4448,Yes,No,No,No,Laborers,4.0,-47.0,0
5047908,Female,No,Yes,2,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11468,-4448,Yes,No,No,No,Laborers,4.0,-48.0,0
5047912,Female,No,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19844,-2440,Yes,No,No,No,Laborers,2.0,-32.0,0
5047913,Female,No,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19844,-2440,Yes,No,No,No,Laborers,2.0,-32.0,0
5047914,Female,No,Yes,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19844,-2440,Yes,No,No,No,Laborers,2.0,-11.0,0
5047915,Female,No,Yes,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12899,-157,Yes,No,Yes,No,Laborers,4.0,-45.0,0
5047918,Female,No,Yes,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12899,-157,Yes,No,Yes,No,Laborers,4.0,-37.0,0
5047920,Female,No,Yes,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12899,-157,Yes,No,Yes,No,Laborers,4.0,-36.0,0
5047923,Male,Yes,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17850,-2014,Yes,No,Yes,No,Cooking staff,2.0,-28.0,0
5047924,Male,Yes,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17850,-2014,Yes,No,Yes,No,Cooking staff,2.0,-10.0,0
5047926,Male,Yes,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17850,-2014,Yes,No,Yes,No,Cooking staff,2.0,-42.0,0
5047927,Male,Yes,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17850,-2014,Yes,No,Yes,No,Cooking staff,2.0,-2.0,0
5047928,Male,Yes,Yes,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17850,-2014,Yes,No,Yes,No,Cooking staff,2.0,-3.0,0
5047929,Male,Yes,No,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13999,-1526,Yes,No,Yes,No,Drivers,1.0,-18.0,0
5047930,Male,Yes,No,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13999,-1526,Yes,No,Yes,No,Drivers,1.0,-16.0,0
5047931,Male,Yes,No,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13999,-1526,Yes,No,Yes,No,Drivers,1.0,-10.0,0
5047932,Male,Yes,No,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13999,-1526,Yes,No,Yes,No,Drivers,1.0,-10.0,0
5047933,Male,Yes,Yes,1,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-16570,-2806,Yes,No,No,No,Managers,3.0,-30.0,0
5047934,Male,Yes,Yes,1,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-16570,-2806,Yes,No,No,No,Managers,3.0,-28.0,0
5047935,Male,Yes,Yes,1,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-16570,-2806,Yes,No,No,No,Managers,3.0,-19.0,0
5047948,Female,Yes,Yes,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-13639,-188,Yes,Yes,No,No,Cooking staff,3.0,-46.0,0
5047949,Female,Yes,Yes,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-13639,-188,Yes,Yes,No,No,Cooking staff,3.0,-31.0,0
5047953,Male,No,No,0,146250.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-9225,-522,Yes,No,No,No,Laborers,1.0,-23.0,0
5047954,Male,No,No,0,146250.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-9225,-522,Yes,No,No,No,Laborers,1.0,-11.0,0
5047955,Male,No,Yes,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,Yes,No,No,No,Security staff,2.0,-11.0,0
5047956,Male,No,Yes,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,Yes,No,No,No,Security staff,2.0,-25.0,0
5047957,Male,No,Yes,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,Yes,No,No,No,Security staff,2.0,-18.0,0
5047958,Male,No,Yes,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,Yes,No,No,No,Security staff,2.0,-5.0,0
5047962,Female,Yes,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12078,-673,Yes,Yes,Yes,No,Laborers,2.0,-45.0,0
5047963,Female,Yes,Yes,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12078,-673,Yes,Yes,Yes,No,Laborers,2.0,-39.0,0
